airport,AirTran Airways Corporation,Alaska Airlines Inc.,Allegiant Air,American Airlines Inc.,American Eagle Airlines Inc.,Delta Air Lines Inc.,Endeavor Air Inc.,Envoy Air,ExpressJet Airlines Inc.,ExpressJet Airlines LLC,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Horizon Air,JetBlue Airways,Mesa Airlines Inc.,PSA Airlines Inc.,Republic Airline,SkyWest Airlines Inc.,Southwest Airlines Co.,Spirit Air Lines,US Airways Inc.,United Air Lines Inc.,Virgin America
ROC,,,1.1187993529063156,1.6037451820482704,2.057265388496468,1.8617386991397151,2.7159069304903554,1.8987475514928474,2.585491647045633,1.9164984863773966,1.5001009081735621,,,2.445505346437263,1.3331453671276785,2.12214475736171,2.152600678836804,1.8615440196334916,2.4958803141315316,1.343087790110999,1.2525106914612465,1.9094140845591978,
ROW,,,,,1.7670282542885973,,,1.6147470087934264,1.3663714168255037,,,,,,1.0,,,1.639195945326117,,,,,
RST,,,,,1.3548183652875883,1.5327951564076692,1.453153856405765,1.7094938786427243,1.9353440221250513,1.4686175580221998,,,,,,,1.1335351496804575,2.048569781091044,,,,,
RSW,2.485290693161531,1.195005045408678,,3.4616128489741005,,3.16691493280797,1.4736568510534203,1.2667759838546924,1.0986377396569122,1.0,2.585862764883956,,,3.3371678439286914,1.2183285937069994,1.1460645812310797,1.4726052995477819,1.070978809283552,3.1628369612224305,2.6519094384673325,3.1902839844313102,3.1659458939983662,
SAF,,,,,1.661326942482341,,,1.6750353178607469,2.1214839808274473,,,,,,1.2571476622939792,,,1.9531443367667498,,,,,
SAN,,3.169479864232639,1.5793780387120449,3.3091351575948242,2.138622603430878,3.606397879422263,,1.2835519677093845,,,2.5077020619201127,1.4269709436207922,1.9632946518668013,2.3655544528858905,1.025731584258325,,,3.6617435709262147,3.5633428125860016,2.6369906477888625,3.2290135024746527,3.115517922169087,2.750270957132713
SAT,1.5576437941473258,1.2172944934159502,1.1407420886337696,3.488047600821184,1.961024217961655,2.92603534906946,1.3166647979967858,1.2528606515240943,1.8780198254882174,1.0728557013118063,1.9935564660255554,,,1.8668889571359628,1.5726618935498855,1.1580221997981837,1.3065986737782904,2.7111127809863236,3.0679448368651197,2.385973763874874,1.8335015136226034,3.149214727418562,
SAV,,,2.4177598385469223,2.232405939166787,1.7182139253279516,2.6141762347615023,2.3857331366917647,1.579628420490295,2.992545151259293,2.298015472586613,1.180823489839932,,,2.138966292966978,1.9320655126911435,3.05570972082072,1.9673467457114027,1.5230480921701912,3.25573494786411,,,1.772134928643506,
SBA,,1.1962776095974885,,1.7454178515732504,,,,1.3316851664984863,,,1.1972161215646704,,1.3190074305109623,,1.9831819710729903,,,2.944767054433296,2.7799853857127945,,,1.969006775263082,
SBN,,,1.6648067905265034,,,1.0197429035230114,1.381239667647122,,2.5189242868354875,1.1772199798183653,1.0443995963673058,,,,1.4306256306760847,1.606574555615928,1.015640766902119,3.2807225816663697,,,,1.0906155398587285,
SBP,,,,2.8804238143289607,,,,1.3372855701311805,,,,,1.1650857719475278,,2.118545167375949,,,3.554407388011087,,,,,
SCC,,1.3633955600403633,,,,,,,,,,,1.4761183989236462,,,,,,,,,,
SCE,,,1.1106205852674067,,,,1.278739424047194,1.5684914228052471,1.851643962327615,1.0232088799192736,,,,,,1.0181634712411705,1.2558022199798184,2.006897520724495,,,,,
SCK,,,1.7788627055262065,,,,,,,,,,,,,,,1.6748234106962663,,,,,
SDF,1.3902623612512612,,1.9836890220943717,1.812020954548382,2.217330978809284,2.2815592432734952,1.2457618567103936,2.057482863008455,2.395690847254924,1.337266164713188,1.152444729841299,,,,3.3370332996972754,2.334952068617558,3.470702993609149,2.1827363704533465,3.358581075836373,2.6513234495071023,1.0215270770265725,1.706720484359233,
SEA,,2.9041372351160444,,3.3422805247225025,,4.066935755129499,,,,,2.0498619809692187,1.739470359283976,,2.678302924518868,,,1.0711402623612511,3.9598385469223008,2.7104496019733153,2.151734659555043,3.0321843964097934,2.564714004992299,2.8934562001408906
SFB,,,4.0201816347124115,,,,,,,,,,,,,,,,,,,,
SFO,1.4420408678102925,2.982357345138505,,3.061476364200885,,3.481780468662406,,,,,3.0635832381543784,1.498351833165153,2.388015953101725,3.1185518148182125,,,,4.020854355869492,2.2001345442314157,,4.135721493440968,3.3868819374369323,
SGF,,,1.86236421914881,,3.9273461150353177,1.324700078484135,1.5568739343748912,3.5718066370923216,2.6363002314952215,1.3349375145540634,,,,,,1.4377546062712563,,1.8976893738562315,,,,,
SGU,,,1.0709720820719812,,,,,,,,,,,,,,,2.479782326654173,,,,,
SHD,,,,,,,,,,,,,,,,,,2.281346937250065,,,,,
SHR,,,,,,,,,,,,,,,,,,1.59251444821576,,,,,
SHV,,,1.169377337211373,,1.5172805247225025,1.1128218482471275,1.7611945005045408,1.7800326394339177,3.277665657584931,1.5572934185446798,,,,,1.6310685054378293,1.826678916216094,,2.0078495937118275,,,,,
SIT,,1.7777685116461375,,,,,,,,,,,,,,,,1.288013171172128,,,,,
SJC,,2.9745553115292536,,3.161344255159178,1.8704591321897075,2.5109781133651135,,1.48262937869396,,,1.6747775433446472,1.6165310806104498,1.7322990245543224,2.055429559101218,1.1566370057792863,,,3.491359737638749,3.1180625630676087,2.6064581231079718,1.6956521739130435,2.2223763874873868,1.3144298688193743
SJT,,,,,1.8868567103935419,,,1.8303155364573294,1.8293099433361795,,,,,,,,,1.5637613521695257,,,,,
SJU,1.2785065590312814,,1.1665680782212324,3.553196156714781,,2.6762706463434065,,1.0237134207870837,,,2.584546633991639,,,3.613622603430878,,,,,3.1101580894719136,2.2578867704073504,3.3545240497813658,2.7237171581268456,
SLC,,1.8680053252380668,,3.373388272227828,2.3471241170534816,,1.7749747729566094,1.308965878087977,1.517574840228725,1.1660500056060097,2.8047214849612905,,1.3181971072990246,2.915852674066599,1.427869342601936,,1.427346115035318,4.993945509586276,2.90848404874641,3.113080221997982,2.5921993594524633,2.598513897807541,1.0
SLN,,,,,,,,,,,,,,,,,,2.153380423814329,,,,,
SMF,,2.012891889070601,,3.1168853010427178,,2.5602685034879133,,1.1435418768920282,,,1.5036475823394153,1.559962741597454,1.856878573831147,2.0092271118028355,1.217541204170871,,1.1974436596030946,3.2610236312862275,3.1825520594440877,1.9341722561880452,2.161540823937174,3.1530764835325154,
SMX,,,1.2047842345818247,,,,,,,,,,,,,,,1.684933633470465,,,,,
SNA,1.174183031902507,2.334895414664181,2.4639497412193614,3.632651001874009,,2.6744496767201102,,,,,1.7162729024026153,,1.5919946182307432,,1.1271442986881937,,,2.9509334006054493,2.6364931441799726,2.1199916899151185,1.7038125740358883,3.4024554322233436,
SPI,,,1.1339066524089945,,1.5344349142280524,,,1.4891706518083037,1.6638840473351069,,,,,,,,,2.154791078893717,,,,,
SPN,,,,,,,,,,,,,,,,,,,,,,1.1177414916062747,
SPS,,,,,2.042507568113017,,,1.6349899091826439,1.8905706917815899,,,,,,,,,1.7543344647280066,,,,,
SRQ,,,2.8329969727547932,2.1166265621361484,,2.4086426965496486,1.158377780981212,1.267143421225815,1.0609773677382153,1.0,1.2875174818984898,,,1.9019983268217375,1.5009946662822546,1.7949154329261865,1.6123141056392782,1.2435876375753878,3.7197127084940935,,1.1226034308779012,1.6648692398250926,
STC,,,1.080978809283552,,,,,,,,,,,,,,,2.2831483350151363,,,,,
STL,1.5714964088561763,1.2488679103668554,,3.115460194381008,1.9243188698284561,3.1228318020075414,2.1483903072861232,2.200474861993233,3.2808412971646783,2.9897257132373176,2.598026304537447,,,,1.5892396649207952,2.388429196098217,2.3820735828808486,2.6712729379227866,3.415943491422805,2.4000448480771386,2.0746281753169833,1.7753969398051854,
STS,,1.3155673791395284,,,,,,1.3169551605474914,,,,,1.5091036721800553,,1.325933400605449,,,2.4669698519552687,,,,,
STT,,,,2.5561665155894575,,1.482147662293979,,,,,1.1768086693283024,,,1.8323423205544112,,,,,,1.498369944888613,1.7925240205326198,1.4438994428113894,
STX,,,,1.5778785932900234,,1.078800110081644,,,,,,,,1.3695991193468489,,,,,,1.285337266164713,1.0610494450050454,,
SUN,,,,,,,,,,,,,1.128195425496132,,,,,1.8017863248576027,,,,,
SUX,,,,,1.998486377396569,,,1.8167606822054228,1.468718466195762,,1.1338042381432896,,,,,,,1.917024650425256,,,,,
SWF,,,1.365154033359055,,,,1.3491422805247226,,1.0942230070635721,,1.6532886891110907,,,2.1404866016369546,,,,1.6671291624621594,,,,,
SWO,,,,,,,,1.4037353127298227,,,,,,,,,,1.5915053664801393,,,,,
SYR,,,1.7856740072416453,1.85208814817226,2.869702320887992,1.8548279049258452,2.5757532074383738,1.9106515602447343,2.336707288674998,1.7173562058526741,1.587139090524397,,,2.9168068169077253,1.4926533927296892,2.0888895582631744,2.018328894476518,1.9083478579946793,2.2320887991927347,,1.455359101478524,1.8951676196883058,
TBN,,,,,,,,,,,,,,,,,,1.419157028642397,,,,,
TLH,,,,,2.084762865792129,1.8086528758829465,1.5578020365104117,2.175151072294327,2.1083861899956755,,,,,,1.7169655101037544,2.2996527571674483,1.2316061948843944,1.4213336696939118,,,,,
TOL,,,1.3495281058942246,,2.419105280861083,,,1.5131664431942276,,,,,,,,1.7305055847454678,,1.845386254064357,,,,,
TPA,3.107097208207198,1.3279879273824784,,3.798599157119962,1.8606205852674067,3.4815562282767125,1.204395111559592,1.6999772142833893,1.1213781173417905,,2.784406884179841,,,3.5033765427307304,1.0645812310797174,,1.380655062226707,1.6564076690211906,3.7680553553409255,3.4875882946518666,3.996300033636058,3.5018629201272997,
TRI,,,1.2081824657209,,,1.2577734494168447,1.5740571392532794,1.2931116894152637,2.124850931107238,,,,,,1.2663975782038346,1.7024584900467847,,1.8523058881282897,,,,,
TTN,,,1.091574167507568,,,,,,,,3.3397802444220206,,,,,,,,,,,,
TUL,,,1.4335489998219266,3.358154424301472,2.444500504540868,1.4865554698165846,1.3063178361349708,1.9003730201022688,3.2597174571140264,2.0736629667003026,1.3237979020486708,,,,1.8803639535480339,1.2859271908716914,1.35830017325743,2.7390055958168977,3.399921877543049,,,1.595293121968686,
TUS,,1.2037736177320018,1.148166834846956,3.4735345381157696,1.8644466868483014,1.6374683072017908,,1.0744939751884608,1.3665825765220316,1.0762577483061841,1.087559463745135,,1.1398839556004037,,2.7526426361846785,,1.0957666618615156,3.6946388463917192,3.490599606989219,,1.012193070972082,1.550022667778119,
TVC,,,1.220835344184618,2.184661957618567,1.8990918264379415,1.4276018412285916,1.4951127309968824,1.693239152371342,1.8792819586807585,1.232795156407669,,,,,1.2416750756811301,1.1209216279852001,1.4639429282143945,2.1733145479123435,,,,1.6274326077555141,
TWF,,,,,,,,,,,,,,,,,,1.5006046150895247,,,,,
TXK,,,,,1.3877396569122098,,,1.6352366100095668,1.8263572149344096,,,,,,,,,1.9322997890101825,,,,,
TYR,,,,,2.200050454086781,,,1.8073041993324537,2.097979375353794,,1.1009081735620585,,,,,,,1.9524290038921723,,,,,
TYS,,,2.9576185671039354,2.7467204843592334,2.98226899235981,1.6994898531225475,2.9397856571209857,2.027298316426789,3.9844313103647107,2.467348998125991,1.168246360098025,,,,1.7131794849295836,2.9695093680966536,1.6719872794544843,2.224823410696266,,,,1.2407318036239197,
UIN,,,,,,,,,,,,,,,,,,2.242839400760692,,,,,
USA,,,2.259544858954471,,,,,,,,,,,,,,,,,,,,
UST,,,,,,,,,,,1.3340366327248265,,,,,,,,,,,,
VCT,,,,,,,,,,,,,,,,,,1.7042203359648602,,,,,
VEL,,,,,,,,,,,,,,,,,,1.4282306996736867,,,,,
VLD,,,,,,,1.7749089632781994,,1.9409996087234087,,,,,,,,,1.6635132862428523,,,,,
VPS,,,2.59102758156744,2.254105127969911,1.9170030272452068,2.178212243525059,1.2689539186007401,1.5166039812861205,2.5831851745070713,1.5739432671824196,,,,,1.9719475277497478,1.9056896685554607,1.1331299880744885,1.106818509442122,2.45191912396756,,,,
WRG,,1.563442886807716,,,,,,,,,,,,,,,,,,,,,
WYS,,,,,,,,,,,,,,,,,,1.2452449403118635,,,,,
XNA,,,1.7330830414910667,1.703486306334475,4.554490413723512,1.3323099383816046,1.8190099786971634,3.341450835295437,3.240079079058465,1.6451395896400942,1.191033022694446,,,,1.229947074692642,1.5938446014127146,2.1710078203834513,2.423997007550715,,,,1.0399596367305752,
XWA,,,,,,,,,,,,,,,,,,2.1414732593340062,,,,,
YAK,,1.3984788718299406,,,,,,,,,,,,,,,,,,,,,
YKM,,,,,,,,,,,,,1.3343424150689538,,,,,,,,,,
YNG,,,1.1200807265388497,,,,,,,,,,,,,,,,,,,,
YUM,,,,,,,,1.1336312527028976,,,,,,,1.4717866201216352,,,2.093777885264905,,,,,
